dxMin,dxMax,dxMedian,dxMean,dyMin,dyMax,dyMedian,dyMean,winVarXMin,winVarXMax,winVarXMedian,winVarXMean,winVarYMin,winVarYMax,winVarYMedian,winVarYMean,jerkXMin,jerkXMax,jerkXMedian,jerkXMean,jerkYMin,jerkYMax,jerkYMedian,jerkYMean
0.0,35.450737381417305,4.261508799192817,12.496156789334949,0.0,11.943690554679456,3.4111990141176056,4.160955653958533,0.0,0.7911896592122275,0.07798867650875425,0.24453522385327242,0.0,0.7911896592122275,0.07798867650875425,0.24453522385327242,0.0,27.09659921516621,2.9530886321641767,8.205631207920172,0.0,12.112533659811405,2.464122977988829,4.053743000793957
0.0,34.092322117223205,4.057266906485023,11.98983050466088,0.0,11.295225655293464,2.684702259870978,3.617146443754574,0.0,0.7558353669496403,0.09330523008682487,0.23522504759734092,0.0,0.7558353669496403,0.09330523008682487,0.23522504759734092,0.0,26.49036078740101,2.722013886637705,7.938905384408899,0.0,10.892882404468471,1.6853681762188713,3.3449819488425354
0.0,34.218508112143105,4.5072606256888585,12.047243595382938,0.0,11.52133401394378,2.761041411720369,3.7381396970296206,0.0,0.7330463869156283,0.08287564906113748,0.23110667339184218,0.0,0.7330463869156283,0.08287564906113748,0.23110667339184218,0.0,26.791915578679856,3.4563916218231285,8.072291955771686,0.0,11.576027422560925,1.6875996823132884,3.4955796334757165
0.0,30.042118951158724,3.83319514737584,10.610037057958019,0.0,11.34767543905819,3.5908533626572234,4.003030097153253,0.0,0.5614021960822165,0.08143094149855526,0.18398045671780977,0.0,0.5614021960822165,0.08143094149855526,0.18398045671780977,0.0,25.46420861586639,2.71523174111774,7.676907263315999,0.0,12.74986319741796,2.9820215248962634,4.726552252385205
0.0,29.628722986746865,4.8370570392529455,10.590778292082945,0.0,12.182372110187778,3.1465099793746707,3.9682576726154823,9.986016802853556e-06,0.6048107657953449,0.062478514334599035,0.1941365280598108,9.986016802853556e-06,0.6048107657953449,0.062478514334599035,0.1941365280598108,0.0,25.220625023174012,2.822340791947618,7.6213171942197775,0.0,11.635784469091552,2.816217927418309,4.450534811634407
0.4101425234212861,24.986072744495342,4.456275933609954,10.068602105991395,0.4179939238362265,13.14244615707476,5.598303070701501,5.9912034206202724,0.0008928449643445693,0.5454608744028869,0.11340464300871482,0.17724194136459445,0.0008928449643445693,0.5454608744028869,0.11340464300871482,0.17724194136459445,0.0,26.220982166767193,5.781374602891611,9.554825795317678,0.0,22.984444273746167,5.192563537344407,8.289601772169283
0.4154925207874086,23.178037320597607,6.1901464596823566,9.912367233485528,0.4261115489658965,11.420644744280283,3.4996399179039126,4.525050057703278,0.001203442347660907,0.4479611401303474,0.048798789425618806,0.1432491291810729,0.001203442347660907,0.4479611401303474,0.048798789425618806,0.1432491291810729,0.0,21.684478647520063,6.219709239658974,8.57903421433208,0.0,15.402205402177662,3.7376947046810334,5.878871255522265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
