synchScoreMin,synchScoreMax,synchScoreMean,synchScoreMedian,windowedVarScoreMin,windowedVarScoreMax,windowedVarScoreMean,windowedVarScoreMedian
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
