synchScoreMin,synchScoreMax,synchScoreMean,synchScoreMedian,windowedVarScoreMin,windowedVarScoreMax,windowedVarScoreMean,windowedVarScoreMedian
0.21415381570640507,0.6435972553818257,0.4380621891584421,0.4377472286806318,0.3252288607531477,0.912916018706433,0.6407008279652374,0.6187572675886861
