dxMin,dxMax,dxMedian,dxMean,dyMin,dyMax,dyMedian,dyMean,winVarXMin,winVarXMax,winVarXMedian,winVarXMean,winVarYMin,winVarYMax,winVarYMedian,winVarYMean,jerkXMin,jerkXMax,jerkXMedian,jerkXMean,jerkYMin,jerkYMax,jerkYMedian,jerkYMean
0.0,10.957844483445916,5.601993266378691,5.941258911812273,0.0,9.372184650738406,2.1123997731822177,3.3562923151888224,0.0024917354288629128,0.07788347134657175,0.04469603936980565,0.04322928287251418,0.0024917354288629128,0.07788347134657175,0.04469603936980565,0.04322928287251418,0.0,10.430977068630416,4.4111371685360465,4.897665830597748,0.0,10.217465462668287,2.3447109618127526,3.7898002585863098
0.0,11.326464224369243,5.933165186965118,6.0647753666301805,0.0,8.96541236190617,2.1551561284362,3.0614318783688383,0.001341801317880196,0.24144793080833618,0.04103929285514777,0.1076080754766649,0.001341801317880196,0.24144793080833618,0.04103929285514777,0.1076080754766649,0.0,9.841779930944712,3.750156817297703,4.864685158433288,0.0,9.766625264136989,2.371003286274642,3.351585520438326
0.0,11.47160957414881,5.5622798175732635,6.009174869474092,0.0,8.93532016705288,2.0022442956188407,2.921653103502037,5.049280362993069e-06,0.2644524107310576,0.04109687831315366,0.11763217180112491,5.049280362993069e-06,0.2644524107310576,0.04109687831315366,0.11763217180112491,0.0,9.989466294411306,3.9941071949559017,4.991660436522093,0.0,9.18470867170058,2.1559950199364457,3.055017537553554
0.0,10.122890185432357,5.249830317200462,5.604120332334926,0.0,8.467355401460473,2.225476340139556,2.911868180896179,0.0,0.077248663245476,0.03312677749982031,0.03831047448478886,0.0,0.077248663245476,0.03312677749982031,0.03831047448478886,0.0,9.497102758141603,3.821786359731588,4.246670571887958,0.0,8.777211673797822,2.382733787441647,3.1362607643550175
0.0,10.227173409555744,5.055655451731068,5.425992135848977,0.0,9.013906626913835,2.199786807491572,2.919437572349437,0.0,0.08481048117117553,0.03633429633837837,0.039548456387497,0.0,0.08481048117117553,0.03633429633837837,0.039548456387497,0.0,11.44161123034543,4.583658786631252,4.980021017092462,0.0,9.395850335013968,2.242908221359575,3.2465581883376617
0.0,10.520635285464392,5.923240718604123,6.1217187666852295,0.0,7.897495314233162,2.8882105910431783,3.407984489498188,0.0,0.27266606229485923,0.044260392979456456,0.07545542640213326,0.0,0.27266606229485923,0.044260392979456456,0.07545542640213326,0.0,10.739054439791735,4.47887038867999,5.45685568084892,0.0,8.664435158002986,3.3805019774377567,3.788246921713612
0.0,10.006174759277256,5.459643174800628,5.729393840501465,0.0,8.048811036147256,2.8643916846310957,3.477317327568302,0.0006249274733856349,0.06773751670067947,0.036465635282763066,0.039159752182534105,0.0006249274733856349,0.06773751670067947,0.036465635282763066,0.039159752182534105,0.0,10.380207268916031,4.6689002325920725,4.936987994364458,0.0,9.516267651856088,3.2586304217453317,4.007610843193339
0.625094921064579,13.939578569148315,8.577600148307834,8.851759531404753,0.9741467234504638,10.34879255712882,4.5249764976659765,5.351687801010482,0.011424102124788796,0.613653792889324,0.0836006600796703,0.20088225559634063,0.011424102124788796,0.613653792889324,0.0836006600796703,0.20088225559634063,0.40348199234958176,21.1579938899217,8.040842599196052,12.002454541679585,0.11580187532417055,14.258896871088822,5.3940964568205345,7.0997426918454805
0.6638334028948364,14.254630973092624,8.399986425376035,9.247204723339115,0.8884935054541618,9.598389645266272,4.872327470581558,5.434690577467789,0.0074332579686244606,0.7126656572976253,0.08031996821078805,0.24299911497671098,0.0074332579686244606,0.7126656572976253,0.08031996821078805,0.24299911497671098,0.0,24.323039158341608,8.061186097964232,14.029513329497744,0.0,15.093334172534608,6.214733734764013,7.254476053533672
0.0,21.595717583273842,8.722207097097055,10.566408239263774,0.0,15.684521991441386,8.168361856927515,8.626018543827461,0.0,0.7038622407507704,0.13228358411378124,0.20600552302348102,0.0,0.7038622407507704,0.13228358411378124,0.20600552302348102,0.0,32.56971146172184,10.03801543049793,13.927859074490273,0.0,26.370143303896104,10.30666959770488,12.13924185165857
