dxMin,dxMax,dxMedian,dxMean,dyMin,dyMax,dyMedian,dyMean,winVarXMin,winVarXMax,winVarXMedian,winVarXMean,winVarYMin,winVarYMax,winVarYMedian,winVarYMean,jerkXMin,jerkXMax,jerkXMedian,jerkXMean,jerkYMin,jerkYMax,jerkYMedian,jerkYMean
0.0,16.2619961580264,5.599955021395225,6.207549356623936,0.0001126237924664146,12.025460211328253,1.762605633874161,2.6664320556630146,1.830265144440384e-06,0.19214894787360548,0.054519803327178235,0.06071176411490785,1.830265144440384e-06,0.19214894787360548,0.054519803327178235,0.06071176411490785,0.0,14.686290097279285,3.1836115793568553,4.144720961012221,0.0,13.141273567716388,1.5734930647853933,2.6814562624221585
0.0,17.98824086214774,5.548480984383104,6.258163314011595,0.0,12.385311091421329,1.5848635851594914,2.5810128697902774,0.0,1.3540287976323337,0.052233334790449726,0.12084649352451868,0.0,1.3540287976323337,0.052233334790449726,0.12084649352451868,0.0,17.609585222572964,2.783514733532164,4.104854187735737,0.0,14.526180093567689,1.2258532765495338,2.592599833690837
0.0,16.00554378764668,5.578298304387639,6.198203903499363,0.0,11.898226095283304,1.6294260871855557,2.6302165853884003,0.0,0.19204641801762545,0.05374255428707105,0.05986484386472861,0.0,0.19204641801762545,0.05374255428707105,0.05986484386472861,0.0,13.856844413507847,3.206316860088176,4.118783937423415,0.0,12.482692525919484,1.5194057353799355,2.6779664239402896
0.0,14.670542895690907,5.359347901403657,5.811784123194958,0.0,11.837597100476678,1.8444545635049268,2.674416652121778,0.0,0.15186006793138257,0.05092438909174832,0.0523289376917115,0.0,0.15186006793138257,0.05092438909174832,0.0523289376917115,0.0,13.646657030907981,3.3724017764522762,4.26548077088157,0.0,12.247884351731871,2.0068246928488143,2.8550220493357923
0.0,13.576820147171382,5.080456416339789,5.4252281500182935,0.0,11.466936202515585,1.7096771113605411,2.580568397233246,0.0,0.1568014545908126,0.053598299755537336,0.05264143201144197,0.0,0.1568014545908126,0.053598299755537336,0.05264143201144197,0.0,13.239455952194717,2.8894453246563714,3.7570028188512006,0.0,12.63379446223745,1.8840686592323619,2.872742494464496
0.0,13.034156718750193,5.342220296899309,5.544614592303823,0.0,13.032579344262578,2.2917667626345297,3.248206785327823,3.0074997653987904e-08,0.5016754555067716,0.05016787308525313,0.07057444093047488,3.0074997653987904e-08,0.5016754555067716,0.05016787308525313,0.07057444093047488,0.0,16.973619799225677,3.272033438148328,4.389506295390357,0.0,16.751475293775453,2.431791161501563,3.7040264608154367
0.0,13.028000849835964,5.3458491788365485,5.480066811046584,0.0,12.500674746800641,2.3756807572614105,3.2685977686928678,7.269558594306872e-08,0.6645619239339277,0.049350124988879265,0.08049812707354594,7.269558594306872e-08,0.6645619239339277,0.049350124988879265,0.08049812707354594,0.0,17.483517346967904,3.446399888161311,4.531824654127273,0.0,16.68864427499946,2.6300671842583085,3.708867850910745
0.0,25.68295661352374,9.122602154110478,9.359034766120548,0.0,27.39357336422528,5.747772242122668,7.972544021989775,0.0,3.232083007837334,0.16263460504456467,0.35378681323890926,0.0,3.232083007837334,0.16263460504456467,0.35378681323890926,0.0,64.78436249649437,7.523563926348588,12.175749561834028,0.0,75.21225293505935,5.943721432507795,11.249233443458097
0.021355669330262825,39.93294418794137,8.74525435198392,9.532649060034913,0.00884305708635864,32.83314600395635,5.682278252439373,7.844285003528114,4.118076406353126e-06,11.961384988410636,0.11840732594450375,0.7956776128855854,4.118076406353126e-06,11.961384988410636,0.11840732594450375,0.7956776128855854,0.0,79.70610699536545,6.785357032870857,12.001647453030923,0.0,67.76164385210987,5.771410828903003,10.142918982559703
0.0,65.7016900068769,14.86237863880965,17.904224117115728,0.0,36.39890775335289,12.440771053836556,13.013805918083042,0.0,11.762339915636248,0.802125386221634,2.001102085953711,0.0,11.762339915636248,0.802125386221634,2.001102085953711,0.0,178.29022002445424,11.798583376556019,26.697181039585022,0.0,81.63773741279377,10.686130887739882,17.012310581262657
